"gene","drug","regulatory.approval","indication","interaction.score"
"PDGFRA","SUNITINIB","Approved","antineoplastic agent",0.351339385986581
"PDGFRA","REGORAFENIB","Approved","antineoplastic agent",0.104337150989954
"PDGFRA","ENMD-2076","Not Approved","antineoplastic agent",0.0277671450215201
"PDGFRA","TOVETUMAB","Not Approved","",3.44312598266849
"PDGFRA","ORANTINIB","Not Approved","",0.0662139612051633
"PDGFRA","XL-820","Not Approved","",0.286927165222374
"PDGFRA","BARASERTIB-HQPA","Not Approved","",0.0374252824203097
"PDGFRA","AVAPRITINIB","Approved","",0.688625196533698
"PDGFRA","OLARATUMAB","Approved","antineoplastic agent",2.15195373916781
"PDGFRA","MIDOSTAURIN","Approved","antineoplastic agent",0.047821194203729
"PDGFRA","DASATINIB ANHYDROUS","Approved","antineoplastic agent",0.19004266787456
"PDGFRA","XL-999","Not Approved","",0.0782528632424657
"PDGFRA","VATALANIB","Not Approved","antineoplastic agent",0.143463582611187
"PDGFRA","NINTEDANIB ESYLATE","Approved","antineoplastic agent",0.13772503930674
"PDGFRA","AMUVATINIB","Not Approved","antineoplastic agent",0.491875140381213
"PDGFRA","PONATINIB","Approved","antineoplastic agent",0.103293779480055
"PDGFRA","CRENOLANIB","Not Approved","",1.09032322784502
"PDGFRA","RABEPRAZOLE","Approved","Proton pump inhibitor",0.0331069806025817
"PDGFRA","SORAFENIB","Approved","antineoplastic agent",0.030202859497092
"PDGFRA","BECAPLERMIN","Approved","for treatment of diabetic foot ulcers",0.860781495667123
"PDGFRA","ENMD-981693","Not Approved","",0.045304289245638
"PDGFRA","DOVITINIB","Not Approved","antineoplastic agent",0.0255677671980333
"PDGFRA","NILOTINIB","Approved","antineoplastic agent",0.0537988434791952
"PDGFRA","MASITINIB","Approved","antineoplastic agent,DMARD,antiinflammatory agent",0.151902616882433
"PDGFRA","SU-014813","Not Approved","",0.122968785095303
"PDGFRA","AXITINIB","Approved","antineoplastic agent",0.0391264316212329
"PDGFRA","PAZOPANIB","Approved","antineoplastic agent",0.0890463616207369
"PDGFRA","ILORASERTIB","Not Approved","",0.0148410602701228
"PDGFRA","CEDIRANIB","Not Approved","antineoplastic agent",0.0313011452969863
"PDGFRA","LINIFANIB","Not Approved","antineoplastic agent",0.0215195373916781
"PDGFRA","PEGPLERANIB SODIUM","Not Approved","for treatment of age-related macular degeneration",0.143463582611187
"PDGFRA","CHEMBL:CHEMBL1997335","Not Approved","",0.0204947975158839
"PDGFRA","RIPRETINIB","Approved","",0.516468897400274
"PDGFRA","VARGATEF","Not Approved","",0.10759768695839
"PDGFRA","TAK-593","Not Approved","",0.172156299133425
"PDGFRA","FAMITINIB","Not Approved","",0.245937570190606
"PDGFRA","X-82","Not Approved","",0.344312598266849
"PDGFRA","TANDUTINIB","Not Approved","antineoplastic agent",0.122968785095303
"PDGFRA","ZM447439","Not Approved","",0.045304289245638
"PDGFRA","CENISERTIB","Not Approved","antineoplastic agent",0.00729475843785697
"PDGFRA","LENVATINIB","Approved","antineoplastic agent",0.047821194203729
"PDGFRA","SERALUTINIB","Not Approved","",0.143463582611187
"PDGFRA","XL820","Not Approved","antineoplastic agent",0.143463582611187
"PDGFRA","NVP-TAE684","Not Approved","",0.0083571018996808
"PDGFRA","RAMUCIRUMAB","Approved","antineoplastic agent",0.286927165222374
"PDGFRA","TELATINIB","Not Approved","antineoplastic agent",0.122968785095303
"PDGFRA","RG-1530","Not Approved","",0.00915724995390556
"PDGFRA","CYC-116","Not Approved","",0.00887403603780539
"PDGFRA","PD-0166285","Not Approved","",0.0165534903012908
"PDGFRA","BARASERTIB","Not Approved","",0.0782528632424657
"PDGFRA","AST-487","Not Approved","",0.0209946706260274
"PDGFRA","CP-547632","Not Approved","",0.0195632158106164
"PDGFRA","QUIZARTINIB","Approved","antineoplastic agent",0.045304289245638
"PDGFRA","VANDETANIB","Approved","antineoplastic agent",0.0148410602701228
"PDGFRA","PP2","Not Approved","",0.0286927165222374
"PDGFRA","FORETINIB","Not Approved","antineoplastic agent",0.045304289245638
"PDGFRA","TAMATINIB","Not Approved","",0.0106269320452731
"PDGFRA","ROMIPLOSTIM","Approved","for treatment of thrombocytopenia",0.10759768695839
"PDGFRA","MEPOLIZUMAB","Approved","antiasthmatic agent,antiinflammatory agent",0.286927165222374
"BMP2","BUTAMBEN","Approved","",4.37563926964121
"BMP2","CHEMBL:CHEMBL1321401","Not Approved","",26.2538356178472
"BMP2","CHEMBL:CHEMBL1467165","Not Approved","",26.2538356178472
"BMP2","CHEMBL:CHEMBL1927048","Not Approved","",26.2538356178472
"IL18","TADEKINIG ALFA","Not Approved","",2.76356164398392
"IL18","GSK-1070806","Not Approved","",8.29068493195176
"IL18","DEXTRAN SULFATE SODIUM","Not Approved","",0.69089041099598
"IL18","THERAPEUTIC CORTICOSTEROID","Not Approved","",0.134807885072386
"IL18","CAMOTESKIMAB","Not Approved","",2.76356164398392
"IL18","INTERFERON ALFA-2B","Approved","Antineoplastic Agents; Immunomodulatory Agents,for treatment of hepatitis B and C,for treatment of hepatitis,for treatment of hepatitis C",0.394794520569132
"IL18","IBOCTADEKIN","Not Approved","",0.921187214661307
"IL18","4-PHENYLENEDIAMINE","Not Approved","",0.789589041138263
"IL18","RECOMBINANT INTERFERON","Not Approved","",0.141721109947893
"IL18","PEGINTERFERON ALFA-2B","Approved","",0.172722602748995
"IL18","COLCHICINE","Approved","for treatment of gout",0.10629083246092
"IL18","ANTIVIRAL AGENT","Not Approved","",0.614124809774205
"IL18","PEGINTERFERON ALFA-2A","Approved","for treatment of hepatitis B and C,Antineoplastic Agents; Immunomodulatory Agents",0.190590458205788
"IL18","CAMOTESKIMAB","Not Approved","",5.52712328796784
"IL18","RIBAVIRIN","Approved","",0.145450612841259
"IL18","ANHYDROUS TACROLIMUS","Approved","immunosuppressant",0.197397260284566
"IL18","THYROXINE","Not Approved","",0.460593607330653
"IL18","MYCOPHENOLATE","Approved","immunosuppressant",0.251232876725811
"IL18","SYNTHETIC HUMAN PAPILLOMAVIRUS 16 E6 PEPTIDE","Not Approved","",5.52712328796784
"CSF2RB","TAGRAXOFUSP-ERZS","Approved","",2.91709284642747
"CSF2RB","MAVRILIMUMAB","Not Approved","DMARD,antiinflammatory agent",2.91709284642747
"CSF2RB","SARGRAMOSTIM","Approved","for treatment of Chron's disease,for treatment of leukopenia",13.1269178089236
"CSF2RB","LERIDISTIM","Not Approved","",4.37563926964121
"CSF2RB","CIBINETIDE","Not Approved","",2.1878196348206
"CSF2RB","TALACOTUZUMAB","Not Approved","",8.75127853928242
"AMH","TESTOSTERONE","Approved","for treatment of female sexual dysfunction,hormone replacement",0.633576726825876
"AMH","12-HYDROXYHEPTADECATRIENOIC ACID","Not Approved","",3.08868654327615
"AMH","CAY10583","Not Approved","",3.08868654327615
"AMH","15S-HETE","Not Approved","",3.08868654327615
"AMH","12-EPI LTB4","Not Approved","",3.08868654327615
"AMH","TRETINOIN","Approved","for treatment of acne",0.101824831097016
"AMH","[3H]LTB4","Not Approved","",1.54434327163807
"AMH","LTB4","Not Approved","",0.772171635819037
"AMH","THERAPEUTIC HORMONE","Not Approved","",0.140394842876189
"AMH","ZK-158252","Not Approved","",3.08868654327615
"AMH","DIETHYLSTILBESTROL","Approved","Hormone Replacement Agents",0.280789685752377
"AMH","HUMAN CHORIONIC GONADOTROPIN","Approved","",0.325124899292226
"AMH","LY255283","Not Approved","",1.54434327163807
"AMH","THERAPEUTIC GONADOTROPIN","Not Approved","",1.32372280426121
"AMH","ETHINYL ESTRADIOL","Approved","contraceptive",0.308868654327615
"AMH","12S-HETE","Not Approved","",3.08868654327615
"AMH","CP-195543","Not Approved","",1.54434327163807
"CISH","EPOETIN ALFA","Approved","for treatment of anemia,Antianemic Agents,for treatment of stroke,erythropoietic agent",3.08868654327615
"ITGA2","VATELIZUMAB","Not Approved","",26.2538356178472
"ITGA2","E-7820","Not Approved","",26.2538356178472
"CCL3","ADJUVANT","Not Approved","",2.33367427714198
"CCL3","INFLIXIMAB-DYYB","Approved","DMARD,antiinflammatory agent",1.12919723087515
"CCL3","NAGRESTIPEN","Not Approved","",17.5025570785648
"CCR10","FTI 276","Not Approved","",5.25076712356945
"CCR10","LB42908","Not Approved","",10.5015342471389
"CCR10","TIPIFARNIB","Not Approved","antineoplastic agent",1.16683713857099
"CCR10","BMS-214662","Not Approved","",10.5015342471389
"CCR10","L-739,750","Not Approved","",10.5015342471389
"IL21","NNC0114-0006","Not Approved","",17.5025570785648
"IL21","NNC0114-0006","Not Approved","",17.5025570785648
"IL21","IL-21","Not Approved","",17.5025570785648
"CSH2","BENSERAZIDE","Approved","",3.75054794540675
"CSH2","AMINOOXYACETIC ACID","Not Approved","",8.75127853928242
"CD27","INHIBITOR E18","Not Approved","",7.5010958908135
"CD27","INHIBITOR CB3","Not Approved","",7.5010958908135
"CD27","VARLILUMAB","Not Approved","",15.002191781627
"CD27","INHIBITOR E4","Not Approved","",7.5010958908135
"CD27","BENZTROPINE","Approved","Antiparkinson Agents",1.87527397270337
"CD27","PROTEASE INHIBITOR","Not Approved","",0.75010958908135
"CD27","CINROMIDE","Not Approved","",7.5010958908135
"PTK2","ILORASERTIB","Not Approved","",0.0167649014162498
"PTK2","MASITINIB","Approved","antineoplastic agent,DMARD,antiinflammatory agent",0.114395797899116
"PTK2","CHEMBL:CHEMBL1997335","Not Approved","",0.0463030610544043
"PTK2","TETRADECANOYLPHORBOL ACETATE","Not Approved","",0.0845534158384774
"PTK2","VS-4718","Not Approved","",3.88945712856996
"PTK2","PD-0166285","Not Approved","",0.0373986262362496
"PTK2","MLN-8054","Not Approved","antineoplastic agent",0.0670596056649994
"PTK2","LINIFANIB","Not Approved","antineoplastic agent",0.0243091070535623
"PTK2","PF-562271","Not Approved","",0.0900337298280084
"PTK2","CONTELTINIB","Not Approved","",0.486182141071245
"PTK2","CHEMBL:CHEMBL2333445","Not Approved","",3.88945712856996
"PTK2","BI-853520","Not Approved","",3.88945712856996
"PTK2","GSK-2256098","Not Approved","",3.88945712856996
"PTK2","TAMATINIB","Not Approved","",0.0240089946208022
"PTK2","CHEMBL:CHEMBL456559","Not Approved","",1.94472856428498
"PTK2","ENMD-2076","Not Approved","antineoplastic agent",0.0627331794930639
"PTK2","CEP-37440","Not Approved","",1.94472856428498
"PTK2","ALISERTIB","Not Approved","antineoplastic agent",0.043216190317444
"PTK2","RG-1530","Not Approved","",0.0206886017477126
"PTK2","PAZOPANIB","Approved","antineoplastic agent",0.0335298028324997
"PTK2","HESPERADIN","Not Approved","",0.0486182141071245
"PTK2","ENTRECTINIB","Approved","",0.0341180449874558
"PTK2","SNS-314","Not Approved","antineoplastic agent",0.0463030610544043
"PTK2","ADAVOSERTIB","Not Approved","antineoplastic agent",0.0694545915816065
"PTK2","GW843682X","Not Approved","",0.0498648349816662
"PTK2","CHLORPYRAMIN HYDROCHLORIDE","Not Approved","",1.94472856428498
"PTK2","DEFACTINIB","Not Approved","antineoplastic agent",2.91709284642747
"FASLG","[111IN,90Y]DOTA-TOC","Not Approved","",0.230296803665327
"FASLG","BIM 23052","Not Approved","",0.138178082199196
"FASLG","GA-KE88","Not Approved","",0.69089041099598
"FASLG","DOTA-BASS","Not Approved","",0.69089041099598
"FASLG","[L-TYR8]CYN 154806","Not Approved","",0.138178082199196
"FASLG","BIM 23027","Not Approved","",0.69089041099598
"FASLG","BIM 23056","Not Approved","",0.230296803665327
"FASLG","[111IN,90Y]DOTA-LAN","Not Approved","",0.230296803665327
"FASLG","L-363,377","Not Approved","",0.69089041099598
"FASLG","ANALOG 3 [PMID:18543899]","Not Approved","",0.69089041099598
"FASLG","[D-TYR8]CYN 154806","Not Approved","",0.138178082199196
"FASLG","[GA-DOTA,TYR3,THR8]OCTREOTIDE","Not Approved","",0.69089041099598
"FASLG","GA-DOTA-NOC","Not Approved","",0.69089041099598
"FASLG","Y-KE88","Not Approved","",0.69089041099598
"FASLG","SRIF-28","Not Approved","",0.0863613013744975
"FASLG","ASUNERCEPT","Not Approved","antineoplastic agent",0.69089041099598
"FASLG","[125I]LTT-SRIF-28","Not Approved","",0.138178082199196
"FASLG","BIM 23060","Not Approved","",0.34544520549799
"FASLG","NOC-ATE","Not Approved","",0.230296803665327
"FASLG","OCTREOTIDE ACETATE","Approved","antihypertensive agent,antineoplastic agent",0.0383828006108878
"FASLG","VELDOREOTIDE","Not Approved","hormone replacement",0.0986986301422829
"FASLG","BIM 23059","Not Approved","",0.34544520549799
"FASLG","NC 8-12","Not Approved","",0.34544520549799
"FASLG","CISPLATIN","Approved","",0.00952952291028938
"FASLG","BASS ANTAGONIST","Not Approved","",0.69089041099598
"FASLG","GA-NODAGA-LM3","Not Approved","",0.69089041099598
"FASLG","BIM 23023","Not Approved","",0.230296803665327
"FASLG","BOC-ATE","Not Approved","",0.230296803665327
"FASLG","BIM 23197","Not Approved","",0.230296803665327
"FASLG","BIM 23627","Not Approved","",0.138178082199196
"FASLG","[111IN]DOTA-NOC","Not Approved","",0.230296803665327
"FASLG","PASIREOTIDE","Approved","for treatment of acromegaly,antineoplastic agent",0.0863613013744975
"FASLG","L-363,301","Not Approved","",0.230296803665327
"FASLG","DC 23-60","Not Approved","",0.69089041099598
"FASLG","CST-17","Not Approved","",0.138178082199196
"FASLG","BIM 23454","Not Approved","",0.138178082199196
"FASLG","[111IN,90Y]DOTA-NOC","Not Approved","",0.230296803665327
"FASLG","[125I]TYR10-CST14","Not Approved","",0.138178082199196
"FASLG","SRIF-14","Not Approved","",0.138178082199196
"FASLG","DEMOTATE 2","Not Approved","",0.69089041099598
"FASLG","ANALOG 32 [PMID:18543899]","Not Approved","",0.34544520549799
"FASLG","EC 5-21","Not Approved","",0.69089041099598
"FASLG","VAPREOTIDE","Approved","for treatment of liver cirrhosis-related variceal bleeding",0.0986986301422829
"FASLG","BIM 23068","Not Approved","",0.230296803665327
"FASLG","CORTISTATIN-14","Not Approved","",0.115148401832663
"FASLG","DOTA-JR11","Not Approved","",0.69089041099598
"FASLG","[125I][TYR3,THR8]OCTREOTIDE","Not Approved","",0.69089041099598
"FASLG","L-779,976","Not Approved","",0.69089041099598
"FASLG","DOXORUBICIN HYDROCHLORIDE","Approved","antineoplastic agent",0.00921187214661307
"FASLG","[125I]CGP 23996","Not Approved","",0.138178082199196
"FASLG","BIM 23034","Not Approved","",0.34544520549799
"FASLG","L-362,855","Not Approved","",0.138178082199196
"FASLG","L-054,522","Not Approved","",0.69089041099598
"FASLG","SIFA-ASN(ACNH-&BETA;-GLC)-PEG-TYR3-OCTREOTATE","Not Approved","",0.69089041099598
"FASLG","CGP 23996","Not Approved","",0.138178082199196
"FASLG","[67GA]NODAGA-[TYR3]OCTREOTIDE","Not Approved","",0.69089041099598
"FASLG","EDOTREOTIDE","Not Approved","",0.69089041099598
"FASLG","IN-NODAGATOC","Not Approved","",0.69089041099598
"FASLG","NODAGA-[TYR3]-OCTREOTIDE","Not Approved","",0.69089041099598
"FASLG","ANALOG 31 [PMID:18543899]","Not Approved","",0.69089041099598
"FASLG","MALTOTRIOSE-[125I][TYR3,THR8]OCTREOTIDE","Not Approved","",0.69089041099598
"FASLG","BIM 23030","Not Approved","",0.230296803665327
"FASLG","ACE INHIBITOR","Not Approved","",0.197397260284566
"FASLG","SEGLITIDE","Not Approved","",0.230296803665327
"FASLG","[125I]TYR3 SMS 201-995","Not Approved","",0.34544520549799
"FASLG","NC 4-28B","Not Approved","",0.230296803665327
"FASLG","LANREOTIDE ACETATE","Approved","for treatment of acromegaly",0.0986986301422829
"FASLG","[111IN]DOTA-NOC-ATE","Not Approved","",0.230296803665327
"FASLG","RECOMBINANT TUMOR NECROSIS FACTOR-BETA","Not Approved","",0.69089041099598
"FASLG","ANALOG 30 [PMID:18543899]","Not Approved","",0.69089041099598
"FASLG","[111IN]DOTA-BOC-ATE","Not Approved","",0.230296803665327
"FASLG","[111IN,90Y]DOTA-OC","Not Approved","",0.230296803665327
"FASLG","TYR3-OCTREOTIDE","Not Approved","",0.69089041099598
"FASLG","SIFA-ASN(ACNH-&BETA;-GLC)-TYR3-OCTREOTATE","Not Approved","",0.69089041099598
"FASLG","AM3","Not Approved","",0.69089041099598
"FASLG","KE 108","Not Approved","",0.138178082199196
"SOCS1","ALDESLEUKIN","Approved","antineoplastic agent",1.75025570785648
"SOCS1","INSULIN, REGULAR, HUMAN","Approved","for treatment of diabetic foot ulcers,antidiabetic",0.990710778031972
"IL13","DECTREKUMAB","Not Approved","for treatment of Chron's disease,antiinflammatory agent",4.37563926964121
"IL13","TNX-650","Not Approved","antineoplastic agent",8.75127853928242
"IL13","QAX-576","Not Approved","",8.75127853928242
"IL13","CNTO-5825","Not Approved","",8.75127853928242
"IL13","ANRUKINZUMAB","Not Approved","",8.75127853928242
"IL13","ROMILKIMAB","Not Approved","",1.45854642321374
"IL13","ADALIMUMAB-ADBM","Approved","DMARD,antiinflammatory agent",0.265190258766134
"IL13","ROMILKIMAB","Not Approved","",2.1878196348206
"IL13","CENDAKIMAB","Not Approved","",4.37563926964121
"IL13","LEBRIKIZUMAB","Not Approved","",8.75127853928242
"IL13","TRALOKINUMAB","Approved","antiasthmatic agent",6.56345890446181
"IL13","USTEKINUMAB","Approved","DMARD,antiinflammatory agent,Antipsoriatic Agents",0.437563926964121
"COL6A3","OCRIPLASMIN","Approved","",0.34544520549799
"COL6A3","COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES","Approved","for treatment of Dupuytren's contracture",0.468818493175844
"COL6A3","ESI-09","Not Approved","",6.56345890446181
"COL6A3","HJC 0350","Not Approved","",13.1269178089236
"IL10RA","PEGILODECAKIN","Not Approved","",13.1269178089236
"IL4","PASCOLIZUMAB","Not Approved","",21.0030684942778
"IL4","ROMILKIMAB","Not Approved","",5.25076712356945
"IL4","ASPIRIN","Approved","NSAID,antithrombotic,anticoagulant",0.14895793258353
"IL4","TEPOXALIN","Not Approved","",5.25076712356945
"IL4","ROMILKIMAB","Not Approved","",3.50051141571297
"TNFRSF18","ANTI-GITR MONOCLONAL ANTIBODY MK-4166","Not Approved","",13.1269178089236
"TNFRSF18","ANTI-HUMAN GITR MONOCLONAL ANTIBODY TRX518","Not Approved","antineoplastic agent",13.1269178089236
"TNFRSF18","TRX-518","Not Approved","",26.2538356178472
"TNFRSF18","RAGIFILIMAB","Not Approved","",13.1269178089236
"EFNA1","NEMTABRUTINIB","Not Approved","",0.954684931558082
"EFNA1","IBRUTINIB","Approved","antineoplastic agent",0.144649232054255
"EFNA1","ACALABRUTINIB","Approved","",0.280789685752377
"EFNA1","ZYBT1","Not Approved","",1.5911415525968
"EFNA1","BIIB091","Not Approved","",1.5911415525968
"EFNA1","BMX-IN-1","Not Approved","",4.77342465779041
"EFNA1","PRN694","Not Approved","",0.681917808255773
"EFNA1","COMPOUND 31 [PMID: 24915291]","Not Approved","",0.954684931558082
"EFNA1","COMPOUND 38 [PMID: 24915291]","Not Approved","",0.596678082223801
"EFNA1","JNJ-64264681","Not Approved","",1.1933561644476
"EFNA1","COMPOUND 9 [PMID: 26006010]","Not Approved","",0.795570776298401
"IL11","RECOMBINANT FIBROBLAST GROWTH FACTOR 2","Not Approved","",1.1933561644476
"IL11","ALENDRONATE SODIUM","Approved","Bisphosphonates",1.0939098174103
"IL11","FLUOROURACIL","Approved","",0.165465350532651
"IL11","DOXORUBICIN HYDROCHLORIDE","Approved","antineoplastic agent",0.0875127853928242
"IL11","ETIDRONIC ACID","Approved","",0.937636986351687
"IL11","ANTISENSE OLIGONUCLEOTIDES","Not Approved","",0.397785388149201
"IL11","CITALOPRAM","Approved","antidepressant,Second-Generation,Antidepressive Agents",0.562582191811013
"IL11","AZACITIDINE","Approved","antineoplastic agent",0.328172945223091
"PRKCA","BRYOSTATIN 1","Not Approved","antineoplastic agent",0.156272831058615
"PRKCA","HYDROCHLOROTHIAZIDE","Approved","antihypertensive agent",0.0951225928182871
"PRKCA","DIURETIC","Not Approved","",0.364636605803434
"PRKCA","REDIOCIDE A","Not Approved","",2.1878196348206
"PRKCA","CEP-2563","Not Approved","",0.128695272636506
"PRKCA","TRISMETHOXYRESVERATROL","Not Approved","",4.37563926964121
"PRKCA","BRYOSTATIN","Not Approved","for treatment of alzheimer's disease",0.546954908705151
"PRKCA","DIMETHYLSPINGOSINE","Not Approved","",1.45854642321374
"PRKCA","CHEMBL:CHEMBL27768","Not Approved","",0.875127853928242
"PRKCA","QUERCETIN","Approved","",0.0276939194281089
"PRKCA","APRINOCARSEN","Not Approved","",1.0939098174103
"PRKCA","SOTRASTAURIN ACETATE","Not Approved","",0.437563926964121
"PRKCA","4-PHENYLBUTYRIC ACID","Approved","",0.10939098174103
"PRKCA","UCN-01","Not Approved","",0.10939098174103
"PRKCA","MIDOSTAURIN","Approved","antineoplastic agent",0.121545535267811
"PRKCA","ENOXOLONE","Not Approved","",0.437563926964121
"PRKCA","CI-1040","Not Approved","",0.121545535267811
"PRKCA","PHORBOL 12-MYRISTATE 13-ACETATE","Not Approved","",0.291709284642747
"PRKCA","BEVACIZUMAB-AWWB","Approved","antineoplastic agent",0.10939098174103
"PRKCA","INGENOL MEBUTATE","Approved","antineoplastic agent,for treatment of actinic keratosis",0.136738727176288
"PRKCA","ENZASTAURIN","Not Approved","antineoplastic agent",0.182318302901717
"PRKCA","GSK-690693","Not Approved","",0.128695272636506
"PRKCA","SOTRASTAURIN","Not Approved","",0.0358658956527968
"PRKCA","RESVERATROL","Approved","antineoplastic agent,antidiabetic,for treatment of herpes simplex virus 1",0.0892987606049226
"ITGA2B","TIROFIBAN HYDROCHLORIDE","Approved","",2.1878196348206
"ITGA2B","ABCIXIMAB","Approved","anticoagulant",3.64636605803434
"ITGA2B","ANGIOGENESIS INHIBITOR","Not Approved","",0.729273211606868
"ITGA2B","EPTIFIBATIDE","Approved","antiplatelet agent",3.50051141571297
"ITGA2B","GANTOFIBAN","Not Approved","antiatherosclerotic agent,antithrombotic",2.1878196348206
"ITGA2B","THROMBIN","Approved","topical tissue sealant,for treatment of hemophilia B,coagulant",0.546954908705151
"ITGA2B","ALTEPLASE","Approved","Thrombolytic agent",0.437563926964121
"ITGA2B","TIROFIBAN","Approved","Platelet Aggregation Inhibitors",3.50051141571297
"ITGA2B","ENOXAPARIN SODIUM","Approved","anticoagulant",2.1878196348206
"ITGA2B","TADOCIZUMAB","Not Approved","",2.1878196348206
"ITGA2B","ZALUNFIBAN","Not Approved","",2.1878196348206
"ITGA2B","ASPIRIN","Approved","NSAID,antithrombotic,anticoagulant",0.0930987078647066
"IL31RA","NEMOLIZUMAB","Not Approved","",26.2538356178472
"IL31RA","NEMOLIZUMAB","Not Approved","",26.2538356178472
"FGFR4","ORANTINIB","Not Approved","",0.0859372687981907
