"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042742","defense response to bacterium","17/360","330/18888",0.0515151515151515,2.70282828282828,4.3499143841186,0.000215033518894182,0.0662262378352653,0.0611676034688327,"5054/575/374383/2268/6035/566/3512/4069/4353/7099/2207/5319/5199/2209/6280/51316/8347",17
"GO:0030219","megakaryocyte differentiation","7/360","66/18888",0.106060606060606,5.56464646464646,5.17803163583216,0.000255547875842369,0.0662262378352653,0.0611676034688327,"8367/8363/2623/80739/338382/3815/25946",7
"GO:0007611","learning or memory","15/360","278/18888",0.0539568345323741,2.83093525179856,4.2868734910299,0.000307013924691589,0.0662262378352653,0.0611676034688327,"23237/56924/9379/22941/338811/161582/5577/5582/7846/627/85358/1139/3815/25946/10769",15
"GO:0045576","mast cell activation","7/360","68/18888",0.102941176470588,5.40098039215686,5.06771928339797,0.000307933102774286,0.0662262378352653,0.0611676034688327,"5819/2268/401258/2623/6571/3815/3965",7
"GO:0030099","myeloid cell differentiation","20/360","439/18888",0.0455580865603645,2.39028094153379,4.10834478272348,0.000313320550031278,0.0662262378352653,0.0611676034688327,"1440/4286/1050/8367/9935/3304/8363/2623/7305/4055/80739/8840/1441/182/7099/338382/3815/25946/9173/25893",20
"GO:0006957","complement activation, alternative pathway","4/360","18/18888",0.222222222222222,11.6592592592593,6.3066074198904,0.000321390035383088,0.0662262378352653,0.0611676034688327,"11326/5199/1675/1378",4
"GO:0060292","long-term synaptic depression","5/360","32/18888",0.15625,8.19791666666667,5.68035513063872,0.00032253037906785,0.0662262378352653,0.0611676034688327,"23237/22941/85358/9463/10769",5
"GO:0031069","hair follicle morphogenesis","5/360","33/18888",0.151515151515152,7.94949494949495,5.5694898232479,0.000374238955956384,0.0727993253270944,0.0672386113111664,"6469/2252/1747/6615/3872",5
"GO:0060263","regulation of respiratory burst","4/360","19/18888",0.210526315789474,11.0456140350877,6.1065696619843,0.000401006750298336,0.0741060474551325,0.0684455205903949,"3512/10811/64581/6280",4
"GO:0043303","mast cell degranulation","6/360","52/18888",0.115384615384615,6.05384615384615,5.08683695502512,0.000446932825802478,0.0786601773412361,0.0726517871718013,"2268/401258/2623/6571/3815/3965",6
"GO:0002279","mast cell activation involved in immune response","6/360","55/18888",0.109090909090909,5.72363636363636,4.89008624042271,0.0006066707522233,0.0879050701208419,0.0811905167469499,"2268/401258/2623/6571/3815/3965",6
"GO:0002448","mast cell mediated immunity","6/360","55/18888",0.109090909090909,5.72363636363636,4.89008624042271,0.0006066707522233,0.0879050701208419,0.0811905167469499,"2268/401258/2623/6571/3815/3965",6
"GO:0050900","leukocyte migration","18/360","396/18888",0.0454545454545455,2.38484848484849,3.88218636821689,0.000635444893649801,0.0879050701208419,0.0811905167469499,"5054/3655/1843/5800/566/4856/2920/1441/2207/5319/9048/8174/2921/6280/3815/3965/148823/124976",18
"GO:0001819","positive regulation of cytokine production","21/360","500/18888",0.042,2.2036,3.80205507176887,0.00065000125919416,0.0879050701208419,0.0811905167469499,"5054/2268/3304/8848/566/7305/3082/150/91947/9308/7099/2207/5319/22925/1536/64581/23213/338382/3815/3965/9173",21
"GO:0030595","leukocyte chemotaxis","13/360","237/18888",0.0548523206751055,2.87791842475387,4.05525626975298,0.000654230484181692,0.0879050701208419,0.0811905167469499,"5054/1843/5800/566/4856/2920/1441/2207/5319/2921/6280/3815/3965",13
"GO:0045669","positive regulation of osteoblast differentiation","7/360","77/18888",0.0909090909090909,4.76969696969697,4.62023782067594,0.000660052307412141,0.0879050701208419,0.0811905167469499,"55603/1050/2201/4037/3082/8840/182",7
"GO:0006935","chemotaxis","20/360","466/18888",0.0429184549356223,2.25178826895565,3.81394052350205,0.000665947500915469,0.0879050701208419,0.0811905167469499,"5054/8817/6036/57556/1843/5800/566/56670/4856/3082/2920/1441/2207/5319/2252/9048/2921/6280/3815/3965",20
"GO:0042330","taxis","20/360","468/18888",0.0427350427350427,2.24216524216524,3.792939853424,0.000702179938643149,0.0894916225250027,0.0826558817067054,"5054/8817/6036/57556/1843/5800/566/56670/4856/3082/2920/1441/2207/5319/2252/9048/2921/6280/3815/3965",20
"GO:2000241","regulation of reproductive process","12/360","214/18888",0.0560747663551402,2.94205607476636,3.98261609466066,0.000862879646534547,0.106002100682235,0.0979052211530211,"431705/10184/1843/182/6469/5028/89766/6615/23213/11105/3815/6954",12
"GO:0048167","regulation of synaptic plasticity","12/360","216/18888",0.0555555555555556,2.91481481481481,3.94526976902463,0.000935539898562251,0.106002100682235,0.0979052211530211,"575/23237/7305/22941/815/5582/85358/9463/1139/3815/79772/10769",12
"GO:0007162","negative regulation of cell adhesion","15/360","310/18888",0.0483870967741935,2.53870967741935,3.80764562737867,0.000948689286984965,0.106002100682235,0.0979052211530211,"5054/57556/1843/5800/441478/9314/11326/182/6469/8324/91663/10395/1378/10653/3965",15
"GO:0043406","positive regulation of MAP kinase activity","7/360","82/18888",0.0853658536585366,4.47886178861789,4.40062493117136,0.000962299859716568,0.106002100682235,0.0979052211530211,"8817/150/7099/1950/5319/56034/3815",7
"GO:0019730","antimicrobial humoral response","9/360","132/18888",0.0681818181818182,3.57727272727273,4.14186272801583,0.000975127549566013,0.106002100682235,0.0979052211530211,"374383/566/3512/4069/2920/5319/2921/6280/8347",9
"GO:0045637","regulation of myeloid cell differentiation","12/360","218/18888",0.055045871559633,2.88807339449541,3.90834983052082,0.00101322795735284,0.10699687229646,0.0988240079908349,"1440/4286/8367/9935/3304/8363/2623/7305/1441/182/7099/338382",12
"GO:0032418","lysosome localization","7/360","84/18888",0.0833333333333333,4.37222222222222,4.3176673273801,0.0011099645301455,0.110876456849129,0.102407253805458,"2268/401258/2623/94121/6571/3815/3965",7
"GO:1990849","vacuolar localization","7/360","84/18888",0.0833333333333333,4.37222222222222,4.3176673273801,0.0011099645301455,0.110876456849129,0.102407253805458,"2268/401258/2623/94121/6571/3815/3965",7
"GO:0032733","positive regulation of interleukin-10 production","5/360","42/18888",0.119047619047619,6.24603174603175,4.74421580163944,0.00116597646705611,0.113406553216826,0.104744090932492,"3082/9308/7099/64581/3965",5
"GO:0042116","macrophage activation","8/360","110/18888",0.0727272727272727,3.81575757575758,4.12843456971369,0.00122105351670441,0.113514151950726,0.104843470829405,"1050/566/161145/56670/7305/11326/7099/9173",8
"GO:0032757","positive regulation of interleukin-8 production","6/360","63/18888",0.0952380952380952,4.9968253968254,4.42931358220131,0.0012518448896539,0.113514151950726,0.104843470829405,"5054/3304/7099/5319/64581/3965",6
"GO:0008543","fibroblast growth factor receptor signaling pathway","7/360","87/18888",0.0804597701149425,4.22145593869732,4.19797469918844,0.00136416850453199,0.113514151950726,0.104843470829405,"8817/131405/2250/90993/2252/23213/3340",7
"GO:0048872","homeostasis of number of cells","15/360","322/18888",0.046583850931677,2.44409937888199,3.64321090737283,0.00138471713413566,0.113514151950726,0.104843470829405,"9935/3304/2623/4856/338442/80739/3957/7373/6708/7846/3815/3965/124976/25893/202309",15
"GO:0050890","cognition","15/360","322/18888",0.046583850931677,2.44409937888199,3.64321090737283,0.00138471713413566,0.113514151950726,0.104843470829405,"23237/56924/9379/22941/338811/161582/5577/5582/7846/627/85358/1139/3815/25946/10769",15
"GO:0060326","cell chemotaxis","15/360","322/18888",0.046583850931677,2.44409937888199,3.64321090737283,0.00138471713413566,0.113514151950726,0.104843470829405,"5054/8817/1843/5800/566/4856/3082/2920/1441/2207/5319/2921/6280/3815/3965",15
"GO:0042537","benzene-containing compound metabolic process","4/360","26/18888",0.153846153846154,8.07179487179487,5.02968663554733,0.00139227483920318,0.113514151950726,0.104843470829405,"51166/23498/116285/8942",4
"GO:0006898","receptor-mediated endocytosis","13/360","259/18888",0.0501930501930502,2.63346203346203,3.6896283688544,0.0014710640935582,0.113514151950726,0.104843470829405,"5054/23237/81693/6424/4037/6614/1950/2207/22925/2209/9463/133/1759",13
"GO:0032613","interleukin-10 production","6/360","65/18888",0.0923076923076923,4.84307692307692,4.32623198769905,0.00147420976559385,0.113514151950726,0.104843470829405,"7305/3082/9308/7099/64581/3965",6
"GO:0032653","regulation of interleukin-10 production","6/360","65/18888",0.0923076923076923,4.84307692307692,4.32623198769905,0.00147420976559385,0.113514151950726,0.104843470829405,"7305/3082/9308/7099/64581/3965",6
"GO:0051092","positive regulation of NF-kappaB transcription factor activity","9/360","141/18888",0.0638297872340425,3.34893617021277,3.90241409522322,0.00154930062988906,0.116861533225917,0.107935165257362,"3304/7099/5319/815/64581/338382/6280/3965/25893",9
"GO:0014061","regulation of norepinephrine secretion","3/360","13/18888",0.230769230769231,12.1076923076923,5.58432269525938,0.00170373693054456,0.123470817554759,0.114039605072364,"151/150/5028",3
"GO:0033604","negative regulation of catecholamine secretion","3/360","13/18888",0.230769230769231,12.1076923076923,5.58432269525938,0.00170373693054456,0.123470817554759,0.114039605072364,"151/150/5028",3
"GO:0002443","leukocyte mediated immunity","19/360","469/18888",0.0405117270788913,2.12551528073916,3.44051347064154,0.00175678824360588,0.124867102853218,0.11532923631607,"5819/374383/2268/566/401258/2623/7305/182/7099/2207/5319/2209/6571/64581/1378/3543/3815/3965/202309",19
"GO:0006909","phagocytosis","12/360","237/18888",0.0506329113924051,2.65654008438819,3.57720254232704,0.0020564967901384,0.143411549742482,0.132457181537613,"575/2268/566/7305/7099/2207/5199/5582/2209/64581/338382/389610",12
"GO:0006910","phagocytosis, recognition","4/360","29/18888",0.137931034482759,7.2367816091954,4.68509795033558,0.00211470826787821,0.14366926240756,0.132695209041842,"575/5199/2209/64581",4
"GO:0048243","norepinephrine secretion","3/360","14/18888",0.214285714285714,11.2428571428571,5.34406371806512,0.00213793545249345,0.14366926240756,0.132695209041842,"151/150/5028",3
"GO:0097529","myeloid leukocyte migration","12/360","239/18888",0.0502092050209205,2.63430962343096,3.54424702524891,0.00220474276573227,0.14551302253833,0.13439813513665,"5054/1843/5800/566/4856/2920/1441/2207/5319/2921/6280/3815",12
"GO:0016331","morphogenesis of embryonic epithelium","9/360","150/18888",0.06,3.148,3.68160133467911,0.00236813711718849,0.153554996230328,0.141825829566801,"131405/220/5754/6469/10395/23213/133/57167/10653",9
"GO:0035082","axoneme assembly","7/360","97/18888",0.0721649484536082,3.78625429553265,3.83486554277358,0.00255210632093142,0.162630775209699,0.150208362954276,"145788/55329/89765/161582/23639/254050/136332",7
"GO:0007612","learning","9/360","153/18888",0.0588235294117647,3.08627450980392,3.61167604015279,0.00270681391323165,0.163533571530117,0.151042199952201,"23237/56924/9379/22941/338811/5577/7846/85358/3815",9
"GO:0050729","positive regulation of inflammatory response","9/360","153/18888",0.0588235294117647,3.08627450980392,3.61167604015279,0.00270681391323165,0.163533571530117,0.151042199952201,"5054/1050/56670/8840/3957/7099/2209/6280/9173",9
"GO:0035590","purinergic nucleotide receptor signaling pathway","4/360","31/18888",0.129032258064516,6.76989247311828,4.48157568998666,0.00271899051975297,0.163533571530117,0.151042199952201,"55/53829/5028/9127",4
"GO:0006690","icosanoid metabolic process","8/360","125/18888",0.064,3.35786666666667,3.68673209374546,0.00274325796397923,0.163533571530117,0.151042199952201,"552/8529/5319/1572/11283/2687/1558/8644",8
"GO:0009913","epidermal cell differentiation","12/360","246/18888",0.048780487804878,2.55934959349594,3.43149414844867,0.002793976417889,0.163913283182821,0.151392907656041,"23764/9935/6424/9314/1475/182/1747/3868/2125/25861/3872/8644",12
"GO:0007613","memory","8/360","126/18888",0.0634920634920635,3.33121693121693,3.65971161951971,0.0028818518360981,0.166426943534665,0.153714564218193,"23237/56924/338811/7846/627/85358/1139/10769",8
"GO:0045807","positive regulation of endocytosis","9/360","155/18888",0.0580645161290323,3.04645161290323,3.56600651692884,0.00295312595965009,0.167919285336411,0.155092914771583,"5054/6424/566/1950/2207/5199/2209/9463/64581",9
"GO:0050764","regulation of phagocytosis","7/360","100/18888",0.07,3.67266666666667,3.73527852475788,0.00303015538679198,0.168297087678047,0.155441859005442,"2268/566/2207/5199/5582/2209/64581",7
"GO:0035176","social behavior","5/360","52/18888",0.0961538461538462,5.0448717948718,4.07127615248713,0.00305084006342781,0.168297087678047,0.155441859005442,"5413/9379/552/22941/85358",5
"GO:0010832","negative regulation of myotube differentiation","3/360","16/18888",0.1875,9.8375,4.92945519672989,0.00319751386463397,0.169847561485294,0.156873901200959,"4856/627/79365",3
"GO:0090136","epithelial cell-cell adhesion","3/360","16/18888",0.1875,9.8375,4.92945519672989,0.00319751386463397,0.169847561485294,0.156873901200959,"3801/4856/3815",3
"GO:2001236","regulation of extrinsic apoptotic signaling pathway","9/360","157/18888",0.0573248407643312,3.00764331210191,3.52106765798664,0.00321680987661541,0.169847561485294,0.156873901200959,"219699/5054/3655/3304/2623/3082/4055/7099/64798",9
"GO:0032677","regulation of interleukin-8 production","7/360","102/18888",0.0686274509803922,3.60065359477124,3.67099594456519,0.00338498917521968,0.176210140726929,0.16275048028521,"5054/3304/9314/7099/5319/64581/3965",7
"GO:0032637","interleukin-8 production","7/360","103/18888",0.0679611650485437,3.56569579288026,3.63945743279989,0.00357386160189535,0.179775238127409,0.16604326077899,"5054/3304/9314/7099/5319/64581/3965",7
"GO:0050805","negative regulation of synaptic transmission","5/360","54/18888",0.0925925925925926,4.85802469135802,3.9573919789978,0.00359939600146869,0.179775238127409,0.16604326077899,"23237/22941/85358/9463/10769",5
"GO:0051703","biological process involved in intraspecies interaction between organisms","5/360","54/18888",0.0925925925925926,4.85802469135802,3.9573919789978,0.00359939600146869,0.179775238127409,0.16604326077899,"5413/9379/552/22941/85358",5
"GO:0002730","regulation of dendritic cell cytokine production","3/360","17/18888",0.176470588235294,9.25882352941177,4.74857890973204,0.00382831676379283,0.187532140203296,0.173207658543885,"7099/64581/3815",3
"GO:0007015","actin filament organization","18/360","467/18888",0.0385438972162741,2.02226980728051,3.11806986969145,0.00388808894577539,0.187532140203296,0.173207658543885,"1440/246176/4868/83543/283446/8522/5319/6708/79778/91663/85358/9463/85462/375307/10395/6710/84952/84327",18
"GO:0045860","positive regulation of protein kinase activity","12/360","257/18888",0.046692607003891,2.44980544747082,3.26194531106316,0.0039731407912533,0.187532140203296,0.173207658543885,"8817/151/566/150/7099/1950/5319/2209/56034/1942/3815/9966",12
"GO:0043299","leukocyte degranulation","6/360","79/18888",0.0759493670886076,3.98481012658228,3.70566257501123,0.00397404674871063,0.187532140203296,0.173207658543885,"2268/401258/2623/6571/3815/3965",6
"GO:0030100","regulation of endocytosis","13/360","291/18888",0.0446735395189003,2.3438717067583,3.22033705341239,0.00403187320788057,0.187532140203296,0.173207658543885,"5054/23237/2268/6424/566/1950/2207/5199/5582/2209/9463/64581/79772",13
"GO:0045055","regulated exocytosis","11/360","225/18888",0.0488888888888889,2.56503703703704,3.29187715681158,0.00405913723383757,0.187532140203296,0.173207658543885,"2268/5413/401258/2623/150/5028/2901/5582/6571/3815/3965",11
"GO:0043405","regulation of MAP kinase activity","8/360","134/18888",0.0597014925373134,3.13233830845771,3.45286836705266,0.00419698349628846,0.191506802497311,0.176878719668142,"8817/1843/150/7099/1950/5319/56034/3815",8
"GO:0097061","dendritic spine organization","6/360","81/18888",0.0740740740740741,3.88641975308642,3.62878054607751,0.0044956773458632,0.197841266433304,0.182729331010254,"23237/85358/9463/1139/1942/91752",6
"GO:0002371","dendritic cell cytokine production","3/360","18/18888",0.166666666666667,8.74444444444444,4.58204173557708,0.00452970210947478,0.197841266433304,0.182729331010254,"7099/64581/3815",3
"GO:0019373","epoxygenase P450 pathway","3/360","18/18888",0.166666666666667,8.74444444444444,4.58204173557708,0.00452970210947478,0.197841266433304,0.182729331010254,"8529/1572/1558",3
"GO:0002886","regulation of myeloid leukocyte mediated immunity","5/360","57/18888",0.087719298245614,4.60233918128655,3.79667836440822,0.00454992090011656,0.197841266433304,0.182729331010254,"2268/2623/7305/2209/3965",5
"GO:0060291","long-term synaptic potentiation","7/360","108/18888",0.0648148148148148,3.40061728395062,3.48742986132403,0.00464114385295373,0.199461252099035,0.184225575460575,"23237/7305/22941/5582/85358/1139/10769",7
"GO:0030041","actin filament polymerization","9/360","167/18888",0.0538922155688623,2.82754491017964,3.30658918991338,0.00482550741797269,0.205000866860081,0.189342051500126,"1440/4868/8522/6708/79778/91663/85462/375307/6710",9
"GO:0048168","regulation of neuronal synaptic plasticity","5/360","58/18888",0.0862068965517241,4.52298850574713,3.74557530085125,0.00490298053720792,0.205925182562733,0.190195764140733,"23237/815/85358/3815/79772",5
"GO:0050878","regulation of body fluid levels","15/360","370/18888",0.0405405405405405,2.12702702702703,3.05180389222796,0.00514142537014254,0.213075705223131,0.196800100261624,"5054/10551/151/5800/2623/150/8529/80739/4883/7099/2207/6469/5028/133/25946",15
"GO:0007599","hemostasis","11/360","233/18888",0.0472103004291846,2.47696709585122,3.16205648383294,0.00526229542309395,0.213075705223131,0.196800100261624,"5054/151/2623/150/8529/80739/7099/2207/6469/5028/25946",11
"GO:1903409","reactive oxygen species biosynthetic process","5/360","59/18888",0.0847457627118644,4.44632768361582,3.69562091482829,0.00527504349242636,0.213075705223131,0.196800100261624,"575/4353/7099/1536/6571",5
"GO:0071625","vocalization behavior","3/360","19/18888",0.157894736842105,8.28421052631579,4.42795620617514,0.00530383248932036,0.213075705223131,0.196800100261624,"9379/22941/85358",3
"GO:0007411","axon guidance","11/360","234/18888",0.047008547008547,2.46638176638177,3.14620823741888,0.00543063870899949,0.213528092217682,0.197217932063666,"219699/57556/5800/5754/91653/6469/9048/627/7204/1942/54538",11
"GO:0097485","neuron projection guidance","11/360","234/18888",0.047008547008547,2.46638176638177,3.14620823741888,0.00543063870899949,0.213528092217682,0.197217932063666,"219699/57556/5800/5754/91653/6469/9048/627/7204/1942/54538",11
"GO:0001503","ossification","17/360","446/18888",0.0381165919282511,1.99985052316891,2.97863280461535,0.005519165902504,0.214724601848998,0.198323047333191,"55603/8817/6696/1050/2268/2201/7059/4037/4330/2623/3082/8840/90993/182/6469/285313/6615",17
"GO:0046456","icosanoid biosynthetic process","5/360","60/18888",0.0833333333333333,4.37222222222222,3.64676842496748,0.00566664056565253,0.218165661777622,0.201501264850999,"552/5319/2687/1558/8644",5
"GO:0051347","positive regulation of transferase activity","15/360","376/18888",0.0398936170212766,2.09308510638298,2.98428089155867,0.00593901871319755,0.224670329175408,0.207509078809481,"8817/151/566/9314/150/91947/7099/1950/5319/2209/56034/1139/1942/3815/9966",15
"GO:0023061","signal release","18/360","487/18888",0.0369609856262834,1.93921971252567,2.92704525104122,0.00595716781904491,0.224670329175408,0.207509078809481,"6696/151/5413/56670/401258/9379/4856/8864/150/338442/5028/815/2901/5582/9463/94121/6571/79772",18
"GO:0051048","negative regulation of secretion","9/360","173/18888",0.0520231213872832,2.72947976878613,3.18538617932242,0.00605477397893277,0.22604489521349,0.208778649799883,"151/4856/150/8529/1950/22925/5028/94121/3965",9
"GO:0072593","reactive oxygen species metabolic process","11/360","238/18888",0.046218487394958,2.4249299719888,3.08362140375048,0.00614698832042632,0.227192688322957,0.20983876971729,"575/7305/4353/7099/22925/1536/10811/6571/64581/3048/8644",11
"GO:0002573","myeloid leukocyte differentiation","11/360","239/18888",0.0460251046025105,2.41478382147838,3.06817219867938,0.00633718437788962,0.231903301590891,0.214189566831642,"1440/4286/1050/9935/2623/7305/4055/8840/7099/3815/9173",11
"GO:0032731","positive regulation of interleukin-1 beta production","5/360","62/18888",0.0806451612903226,4.23118279569892,3.5521951328731,0.00651053667084688,0.235911211131863,0.217891335640417,"566/7305/7099/64581/3965",5
"GO:0061515","myeloid cell development","6/360","88/18888",0.0681818181818182,3.57727272727273,3.37785699271676,0.00672260937720374,0.239780844071734,0.221465389987649,"2623/7305/80739/3815/25946/25893",6
"GO:0044344","cellular response to fibroblast growth factor stimulus","7/360","116/18888",0.0603448275862069,3.16609195402299,3.26188826648258,0.00682670317602796,0.239780844071734,0.221465389987649,"8817/131405/2250/90993/2252/23213/3340",7
"GO:0032623","interleukin-2 production","5/360","63/18888",0.0793650793650794,4.16402116402116,3.50639333089275,0.00696387216922561,0.239780844071734,0.221465389987649,"9454/11326/9308/64581/1378",5
"GO:0032663","regulation of interleukin-2 production","5/360","63/18888",0.0793650793650794,4.16402116402116,3.50639333089275,0.00696387216922561,0.239780844071734,0.221465389987649,"9454/11326/9308/64581/1378",5
"GO:0030177","positive regulation of Wnt signaling pathway","8/360","146/18888",0.0547945205479452,2.87488584474886,3.17001823794394,0.00698203119943576,0.239780844071734,0.221465389987649,"6424/441478/5754/8840/1950/6469/23213/84327",8
"GO:0001843","neural tube closure","6/360","89/18888",0.0674157303370786,3.53707865168539,3.34410595985231,0.00709599591130298,0.239780844071734,0.221465389987649,"131405/5754/10395/133/57167/10653",6
"GO:0050672","negative regulation of lymphocyte proliferation","6/360","89/18888",0.0674157303370786,3.53707865168539,3.34410595985231,0.00709599591130298,0.239780844071734,0.221465389987649,"7305/11326/6469/4332/1378/3965",6
"GO:0050807","regulation of synapse organization","11/360","243/18888",0.0452674897119342,2.37503429355281,3.00714203995363,0.0071446207240046,0.239780844071734,0.221465389987649,"575/23237/5800/79012/22941/7846/627/85358/1942/91752/22859",11
"GO:0006887","exocytosis","14/360","348/18888",0.0402298850574713,2.11072796934866,2.9151501890893,0.007201210414492,0.239780844071734,0.221465389987649,"2268/5413/401258/2623/150/5866/5028/2901/5582/94121/6571/7127/3815/3965",14
"GO:0032945","negative regulation of mononuclear cell proliferation","6/360","90/18888",0.0666666666666667,3.49777777777778,3.31083623068595,0.00748415814973887,0.241726500406987,0.223262429032769,"7305/11326/6469/4332/1378/3965",6
"GO:0060606","tube closure","6/360","90/18888",0.0666666666666667,3.49777777777778,3.31083623068595,0.00748415814973887,0.241726500406987,0.223262429032769,"131405/5754/10395/133/57167/10653",6
"GO:0008544","epidermis development","15/360","387/18888",0.0387596899224806,2.03359173126615,2.86368587094398,0.00765904754396341,0.241726500406987,0.223262429032769,"23764/9935/6424/9314/1475/182/6469/2252/1747/6615/3868/2125/25861/3872/8644",15
"GO:1903707","negative regulation of hemopoiesis","7/360","119/18888",0.0588235294117647,3.08627450980392,3.18231257488067,0.00781695579976167,0.241726500406987,0.223262429032769,"1050/9935/8848/441478/7099/6469/1378",7
"GO:0035148","tube formation","8/360","149/18888",0.0536912751677852,2.81700223713647,3.10380093875928,0.00785705057291563,0.241726500406987,0.223262429032769,"131405/5754/1950/6469/10395/133/57167/10653",8
"GO:0010812","negative regulation of cell-substrate adhesion","5/360","65/18888",0.0769230769230769,4.03589743589744,3.41757317416312,0.00793586406159163,0.241726500406987,0.223262429032769,"5054/5800/182/8324/10395",5
"GO:1905330","regulation of morphogenesis of an epithelium","5/360","65/18888",0.0769230769230769,4.03589743589744,3.41757317416312,0.00793586406159163,0.241726500406987,0.223262429032769,"3082/1950/6469/2252/23213",5
"GO:0007398","ectoderm development","3/360","22/18888",0.136363636363636,7.15454545454545,4.02611224388071,0.00808132569787001,0.241726500406987,0.223262429032769,"3655/6469/8324",3
"GO:0060445","branching involved in salivary gland morphogenesis","3/360","22/18888",0.136363636363636,7.15454545454545,4.02611224388071,0.00808132569787001,0.241726500406987,0.223262429032769,"3082/6469/2252",3
"GO:0061318","renal filtration cell differentiation","3/360","22/18888",0.136363636363636,7.15454545454545,4.02611224388071,0.00808132569787001,0.241726500406987,0.223262429032769,"4868/5800/182",3
"GO:0072112","podocyte differentiation","3/360","22/18888",0.136363636363636,7.15454545454545,4.02611224388071,0.00808132569787001,0.241726500406987,0.223262429032769,"4868/5800/182",3
"GO:0001890","placenta development","8/360","150/18888",0.0533333333333333,2.79822222222222,3.08209373062522,0.00816628513380164,0.241726500406987,0.223262429032769,"6696/1050/51673/3856/1747/6615/133/10653",8
"GO:0051154","negative regulation of striated muscle cell differentiation","4/360","42/18888",0.0952380952380952,4.9968253968254,3.61450389970593,0.00821113248392658,0.241726500406987,0.223262429032769,"4856/8324/627/79365",4
"GO:0045444","fat cell differentiation","11/360","248/18888",0.0443548387096774,2.32715053763441,2.93252378500431,0.00826452199056628,0.241726500406987,0.223262429032769,"1050/9935/4037/8864/9314/8840/182/9658/7204/51316/25946",11
"GO:0043588","skin development","13/360","318/18888",0.0408805031446541,2.14486373165618,2.86998664047266,0.00830504323415899,0.241726500406987,0.223262429032769,"3655/9935/9314/1475/182/6469/2252/1747/6615/3868/2125/3872/8644",13
"GO:0106027","neuron projection organization","6/360","92/18888",0.0652173913043478,3.42173913043478,3.24568990077477,0.00830607834190676,0.241726500406987,0.223262429032769,"23237/85358/9463/1139/1942/91752",6
"GO:0050803","regulation of synapse structure or activity","11/360","249/18888",0.0441767068273092,2.31780455153949,2.91781560146438,0.00850401021961039,0.243673547640043,0.225060752733157,"575/23237/5800/79012/22941/7846/627/85358/1942/91752/22859",11
